Text,Label
,"spam	Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
,ham	Hows the street where the end of library walk is?
,ham	Company is very good.environment is terrific and food is really nice:)
,"spam	Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p"
,spam	Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123
,ham	Yeah that'd pretty much be the best case scenario
,ham	Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.
,"ham	No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs.."
,ham	Wot is u up 2 then bitch?
,"ham	I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too"
,ham	Not to worry. I'm sure you'll get it.
,ham	Were somewhere on Fredericksburg
,"ham	New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
,"ham	I think we're going to finn's now, come"
,ham	I AM AT THE GAS STATION. GO THERE.
,"ham	Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
,ham	Am in film ill call you later.
,ham	We are okay. Going to sleep now. Later
,ham	You know there is. I shall speak to you in  &lt;#&gt;  minutes then
,ham	Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.
,ham	Your dad is back in ph?
,ham	Ok lar... Joking wif u oni...
,"spam	FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk"
,ham	Kallis is ready for bat in 2nd innings
,"ham	Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)"
,"spam	Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX"
,ham	excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?
,ham	I went to project centre
,ham	How did you find out in a way that didn't include all of these details
,ham	Ranjith cal drpd Deeraj and deepak 5min hold
,ham	Yes princess! I want to please you every night. Your wish is my command...
,ham	Haiyoh... Maybe your hamster was jealous of million
,"ham	I'm in a meeting, call me later at"
,"ham	I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*"
,ham	Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.
,ham	Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx
,ham	This is my number by vivek..
,"ham	, how's things? Just a quick question."
,ham	Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx
,"ham	V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in advance"
,ham	Yes i have. So that's why u texted. Pshew...missing you so much
,ham	I will come tomorrow di
,ham	How are you. Its been ages. How's abj
,ham	I keep ten rs in my shelf:) buy two egg.
,ham	what I meant to say is cant wait to see u again getting bored of this bridgwater banter
,ham	Msg me when rajini comes.
,"ham	To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola"
,"ham	That means you got an A in epi, she.s fine. She.s here now."
,ham	U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.
,ham	No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans
,spam	UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub
,ham	Can. Dunno wat to get 4 her...
,spam	Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
,ham	Thats cool. I want to please you...
,"ham	Alright we're hooked up, where you guys at"
,ham	Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.
,ham	Ok anyway no need to change with what you said
oday? I'm trying to get a dubsack,"ham	Yo, you gonna still be in stock tomorrow"
,"spam	January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
,"ham	So check your errors and if you had difficulties, do correction."
,"ham	Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence.."
,ham	Any pain on urination any thing else?
,"ham	Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt"
,spam	YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
one. 16 reply HL 4info,spam	No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p
,ham	Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...
,ham	Ok then u tell me wat time u coming later lor.
,"spam	FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)"
,ham	Dai i downloaded but there is only exe file which i can only run that exe after installing.
,"ham	Haven't seen my facebook, huh? Lol!"
,ham	I think asking for a gym is the excuse for lazy people. I jog.
,"ham	Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
,"spam	Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X"
,ham	That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
,ham	U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM
,"ham	Sorry,  in meeting I'll call you later"
,ham	I know that my friend already told that.
,ham	Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
,ham	it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt;
,"spam	Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service."
,ham	Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL
,"ham	I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad"
,ham	Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
,ham	Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
,"ham	I‘ll leave around four, ok?"
,ham	Hey whats up? U sleeping all morning?
,ham	What type of stuff do you sing?
,ham	I have lost 10 kilos as of today!
,ham	(That said can you text him one more time?)
,ham	Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
,spam	Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
,ham	What time you think you'll have it? Need to know when I should be near campus
,ham	Ok... C ya...
,ham	They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.
,ham	Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous
,ham	HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN
,ham	I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.
,ham	I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|
,ham	hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx
,"ham	Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT"
,ham	Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..
,"ham	Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!"
,ham	Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.
,ham	Stupid auto correct on my phone
,"ham	I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm"
,ham	Its hard to believe things like this. All can say lie but think twice before saying anything to me.
,"ham	see you then, we're all christmassy here!"
,ham	Nope. I just forgot. Will show next week
,"ham	Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*"
,"ham	I'll see if I can swing by in a bit, got some things to take care of here firsg"
,ham	We not watching movie already. Xy wants 2 shop so i'm shopping w her now.
,ham	Get me out of this dump heap. My mom decided to come to lowes. BORING.
,ham	That's my honeymoon outfit. :)
,ham	No dear i was sleeping :-P
,ham	I am on the way to ur home
,ham	Did u receive my msg?
,ham	U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?
,ham	Wake me up at  &lt;#&gt;  am morning:)
,ham	Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;
,"ham	Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday"
,ham	You will be in the place of that man
,ham	I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.
,"ham	Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng"
,ham	K k pa Had your lunch aha.
,ham	No shoot me. I'm in the docs waiting room. :/
,"ham	Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything."
,ham	Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?
,spam	Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
,ham	Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.
,ham	You still around? I could use a half-8th
,ham	Don no da:)whats you plan?
,"ham	Sorry, I'll call later"
,"ham	hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around"
,ham	Hi happy birthday. Hi hi hi hi hi hi hi
,ham	Well i will watch shrek in 3D!!B)
xt 1st 5free. £1.50 increments. Help08718728876,"spam	Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp"
,ham	Ic. There are a lotta childporn cars then.
,ham	Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
,"ham	Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy"
